POA_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
POA6154,25,29,58,132,85,222,0,0,0,0,0,0,7,0,10,1551,1418,2972,60,106,167,19,0,26,14,0,14,52,11,65,27,5,36,46,58,104,1943,1729,3669,56,31,88,0,0,0,0,0,0,13,11,20,0,7,11,8,0,10,74,53,129,0,0,0,0,0,0,7,3,10,8,3,10,0,0,5,12,10,24,14,9,21,102,67,173,9,8,15,0,0,7,0,0,0,13,10,20,101,146,248,186,261,445,19,11,34,2361,2232,4590
POA6155,230,208,441,303,233,540,3,3,4,0,0,0,26,3,28,9072,7557,16625,453,687,1135,93,0,94,81,5,82,139,23,164,182,32,213,125,147,272,10696,8898,19598,561,419,986,0,0,0,0,0,0,141,145,287,12,35,51,6,0,9,727,601,1330,0,0,0,0,0,0,17,28,47,13,30,38,3,0,5,30,56,90,88,52,138,844,714,1558,85,112,198,3,0,7,3,0,6,93,120,208,347,512,856,943,1297,2241,103,76,174,13028,11614,24635
POA6156,34,37,73,202,150,360,0,0,0,0,0,0,7,0,6,2719,2524,5245,142,156,297,27,0,27,34,4,40,98,22,120,64,16,76,60,64,127,3383,2976,6364,64,57,123,0,0,0,0,0,0,24,32,50,0,4,5,3,0,5,93,94,186,0,0,0,0,0,0,3,7,7,0,5,6,0,0,0,5,9,18,34,16,49,131,120,251,6,11,15,0,3,4,0,0,0,10,12,23,153,234,387,271,487,761,32,27,65,3982,3868,7855
POA6157,24,48,68,155,129,288,0,0,0,0,0,0,4,0,6,2221,2168,4388,89,142,225,25,0,25,33,9,42,95,21,119,53,5,56,50,33,82,2738,2565,5306,39,30,77,0,0,0,0,0,0,18,24,38,3,4,4,3,3,9,66,66,129,0,0,0,0,0,0,4,18,22,0,7,9,5,0,5,11,29,40,27,13,40,101,104,207,7,12,16,0,4,3,0,0,0,8,11,21,128,190,319,274,446,719,28,24,54,3289,3343,6634
POA6158,37,34,67,73,49,123,0,3,3,0,0,0,7,4,12,1186,1166,2347,44,77,125,8,0,8,25,3,24,61,22,86,27,15,44,44,57,104,1522,1429,2942,26,15,38,0,0,0,0,0,0,10,14,25,6,3,10,11,0,11,47,26,74,0,0,0,0,0,0,6,6,11,0,0,5,0,0,0,8,7,17,17,4,26,74,42,115,7,7,15,0,0,0,0,0,0,4,11,14,104,165,272,144,197,342,13,15,23,1857,1859,3720
POA6159,81,85,163,15,16,25,0,0,0,0,0,0,0,0,0,487,469,953,24,32,59,0,0,0,9,3,15,39,17,53,12,3,15,26,18,47,690,645,1337,7,3,13,0,0,0,0,0,0,4,11,13,0,0,0,4,0,3,16,16,30,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,3,4,7,25,17,41,3,4,10,0,0,0,0,0,0,4,4,6,67,69,133,49,87,135,11,13,21,839,835,1679
POA6160,101,143,241,84,80,169,0,0,4,0,0,0,5,0,5,1052,989,2043,55,79,132,12,0,12,17,7,25,84,48,127,45,12,62,156,174,328,1612,1536,3149,51,47,92,0,0,0,0,0,0,5,19,30,0,5,5,14,10,26,73,77,150,0,0,0,0,0,0,3,3,9,0,0,0,4,3,9,6,4,10,19,8,26,97,95,191,13,7,20,0,0,0,0,0,0,16,7,22,118,141,266,166,236,401,16,17,34,2024,2030,4060
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,25,0,3,5,27,11,40,47,26,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,53,25,85
POA6162,68,65,133,90,89,183,0,0,0,0,0,0,4,3,11,1540,1464,3005,75,106,183,25,0,24,36,13,45,106,61,176,52,14,70,97,108,205,2093,1926,4019,75,74,143,0,0,0,0,0,0,23,30,52,7,8,9,16,15,30,120,116,240,0,3,5,0,0,0,3,4,4,6,5,12,0,0,3,13,10,19,33,11,45,159,146,305,9,16,27,3,0,3,0,3,5,9,23,31,137,179,312,219,333,548,28,25,48,2649,2617,5267
POA6163,175,227,407,407,345,753,6,0,5,7,4,8,26,10,37,8458,7393,15851,491,591,1080,126,3,131,127,15,140,186,61,250,203,59,260,149,188,338,10355,8905,19263,241,172,407,0,0,0,0,0,0,120,158,276,10,22,34,13,3,19,383,358,745,4,0,3,0,0,0,12,28,42,12,36,48,6,3,12,38,70,106,87,42,123,504,469,979,66,60,128,3,3,11,0,0,3,75,66,143,258,514,768,956,1436,2390,145,117,255,12289,11506,23790
POA6164,486,544,1028,436,173,604,4,0,3,3,0,5,19,13,29,10667,8925,19592,590,704,1295,188,5,190,91,12,103,120,28,148,283,56,335,137,159,296,13021,10605,23624,314,342,652,0,0,0,0,0,0,244,221,460,25,60,85,24,3,27,610,620,1231,0,0,0,0,0,0,10,7,18,16,24,38,10,0,10,35,35,70,107,50,159,745,712,1457,93,124,220,11,3,15,3,0,3,110,129,240,306,600,904,1150,1730,2878,136,131,264,15465,13904,29363
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,3,7,0,0,0,19,21,39
POA6166,33,32,68,55,51,102,0,0,0,0,0,0,3,3,7,1823,1559,3378,113,101,215,39,0,39,21,3,22,14,3,19,31,11,35,30,25,60,2158,1792,3950,11,13,28,0,0,0,0,0,0,29,33,69,7,0,8,0,0,3,51,55,108,0,0,0,0,0,0,3,3,9,0,3,3,0,0,0,3,9,7,9,13,19,63,75,136,6,14,22,0,0,0,0,0,0,6,14,22,55,134,192,179,274,450,35,23,61,2503,2311,4813
POA6167,175,246,424,165,71,244,0,0,0,0,0,3,3,5,9,3948,3007,6952,234,263,492,88,3,84,45,3,52,20,3,23,103,24,129,68,78,145,4854,3704,8553,120,127,251,0,0,0,0,0,0,58,70,134,17,10,26,6,0,10,199,214,418,0,0,0,0,0,0,4,3,7,10,8,16,0,0,0,12,10,22,40,11,52,259,240,492,31,62,94,0,0,0,5,0,5,40,62,100,85,188,273,471,675,1142,82,68,157,5794,4931,10723
POA6168,106,143,250,179,79,251,5,0,5,0,0,0,4,7,12,3276,2651,5925,235,246,480,57,0,55,41,5,49,57,26,81,249,54,307,152,123,272,4366,3325,7690,57,71,129,0,0,0,0,0,0,29,46,77,9,4,16,9,3,7,105,129,226,0,0,0,0,0,0,3,5,10,3,4,8,0,4,4,7,8,19,39,19,58,149,150,308,23,42,64,0,0,0,0,0,0,24,43,68,81,131,214,482,587,1069,69,52,122,5176,4287,9461
POA6169,202,241,438,287,112,398,3,0,3,4,0,4,4,3,10,5050,4372,9425,383,350,739,101,4,103,61,0,67,50,13,57,236,47,281,93,87,175,6471,5228,11702,104,97,201,0,0,0,0,0,0,77,97,170,8,14,29,13,3,20,203,213,416,0,0,0,0,0,0,5,6,11,8,4,19,3,0,5,20,12,35,70,20,88,287,245,537,48,41,87,5,0,4,0,0,4,58,38,96,125,279,404,824,881,1707,94,63,162,7862,6742,14608
POA6170,251,291,542,101,28,130,3,0,3,0,0,0,10,0,13,2094,1562,3657,153,158,309,27,0,27,28,0,26,18,0,15,67,16,82,32,39,67,2774,2100,4870,73,97,164,0,0,0,0,0,0,45,55,97,10,9,21,6,3,11,129,160,296,0,0,0,0,0,0,3,3,5,3,0,3,3,0,3,8,3,11,21,10,36,167,175,337,42,44,83,5,0,5,0,0,0,47,44,87,42,81,129,234,328,559,28,24,52,3295,2752,6043
POA6171,170,227,404,313,57,374,0,0,3,0,0,0,8,8,11,5101,4435,9535,344,297,639,82,3,79,54,0,58,22,3,24,269,59,326,99,89,189,6465,5180,11638,102,94,198,0,0,0,0,0,0,115,134,249,14,25,45,3,3,8,241,261,493,0,0,0,0,0,0,0,0,5,4,13,20,13,0,13,18,16,30,67,17,83,323,289,613,44,76,122,7,0,7,3,0,3,58,76,127,123,316,439,816,926,1742,77,57,141,7862,6843,14701
POA6172,52,79,134,121,35,154,0,0,4,0,0,0,5,3,9,1997,1825,3829,188,161,347,39,0,39,34,0,36,10,6,20,105,19,124,42,40,85,2590,2180,4769,41,43,79,0,0,0,0,0,0,49,44,92,7,8,14,0,0,0,96,91,184,0,0,0,0,0,0,0,0,3,0,0,4,3,0,3,4,3,5,34,14,41,131,106,232,24,23,45,0,0,0,3,0,3,26,24,48,44,118,163,370,382,758,36,18,54,3200,2832,6026
POA6173,74,72,152,126,36,160,0,0,0,0,0,0,5,0,5,1978,1781,3754,158,133,291,35,0,35,19,0,26,8,3,10,122,12,138,34,28,65,2560,2074,4628,25,20,41,0,0,0,0,0,0,77,43,119,3,4,9,0,0,0,106,68,174,0,0,0,0,0,0,3,4,7,3,3,6,6,0,5,11,9,13,25,8,31,141,82,221,20,17,35,3,3,4,0,0,0,21,15,40,55,136,186,373,354,727,37,18,53,3184,2672,5860
POA6174,16,22,32,43,15,51,0,0,4,0,0,0,0,0,0,608,536,1144,48,32,81,11,0,12,4,0,4,4,0,6,31,11,42,9,12,24,776,623,1398,4,10,10,0,0,0,0,0,0,20,16,39,4,0,4,0,0,0,18,25,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,6,9,32,33,61,9,8,14,0,0,0,0,0,0,7,8,13,16,42,62,112,112,229,12,3,16,951,819,1776
POA6175,11,20,25,34,11,44,0,0,0,0,0,0,0,0,0,610,514,1124,45,39,81,21,0,19,6,0,6,7,3,6,31,6,34,11,13,27,776,603,1382,5,0,6,0,0,0,0,0,0,11,17,32,0,3,3,0,0,0,17,20,41,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,6,6,0,8,27,21,51,3,7,12,0,0,0,0,0,0,3,12,18,16,39,61,91,107,198,5,3,10,926,786,1713
POA6176,10,9,17,12,3,14,0,0,0,0,0,0,0,0,0,255,196,452,18,16,29,7,0,7,0,0,0,0,0,0,13,3,13,3,3,8,316,226,539,0,0,0,0,0,0,0,0,0,7,9,16,0,0,0,0,0,0,4,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,21,3,0,3,0,0,0,0,0,0,3,0,3,21,32,52,29,41,73,3,4,3,378,312,693
POA6180,21,20,40,77,15,93,0,0,0,0,0,0,0,3,3,790,742,1534,62,47,108,22,0,24,5,0,5,3,0,3,49,12,60,13,16,29,1042,860,1903,7,6,11,0,0,0,0,0,0,15,19,32,0,3,3,0,0,0,19,24,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14,3,17,39,28,64,11,14,18,0,3,3,0,0,0,11,10,22,17,64,72,139,136,276,14,8,20,1258,1104,2362
POA6181,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,88,74,165,3,4,7,9,0,7,0,0,0,0,0,3,0,0,3,0,0,0,103,88,187,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,4,8,11,20,13,31,0,0,0,130,106,234
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,6,0,6,5,0,7,0,0,0,0,0,0,0,0,0,160,122,276,5,12,19,6,0,6,0,0,0,0,0,0,4,0,4,13,7,16,198,142,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,24,26,49,36,37,76,11,3,13,273,208,481
POA6208,18,10,26,99,4,106,0,0,0,0,0,0,0,0,0,1430,1350,2785,101,80,178,63,3,65,11,0,15,5,0,3,67,15,81,42,53,93,1841,1518,3362,9,3,13,0,0,0,0,0,0,14,16,28,0,0,0,0,0,0,23,18,43,0,0,0,0,0,0,3,3,4,3,0,3,0,0,0,3,3,10,19,4,30,45,30,78,10,7,19,3,0,3,0,0,0,11,7,20,78,114,190,316,306,622,39,21,56,2328,1994,4322
POA6209,3,8,10,9,3,10,0,0,0,0,0,0,0,0,3,212,221,431,27,27,56,23,0,19,3,0,3,3,0,3,16,3,21,8,6,8,304,259,570,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,4,16,3,0,3,0,0,0,0,0,0,3,0,3,14,32,46,54,47,97,5,0,6,387,348,737
POA6210,246,263,504,560,151,710,4,0,3,3,0,6,12,11,24,8339,8033,16374,761,643,1404,197,3,201,107,16,126,79,26,104,397,77,481,232,237,470,10939,9458,20395,99,115,212,0,0,0,0,0,0,107,102,211,14,19,32,15,9,24,235,244,478,0,0,0,0,0,0,13,6,19,8,14,16,14,4,14,34,21,53,182,51,236,454,314,762,80,82,161,12,3,17,4,3,9,97,90,189,332,644,973,1592,1673,3267,198,134,330,13604,12319,25923
POA6211,15,14,23,84,15,99,0,0,0,0,0,0,0,0,0,869,812,1686,61,60,119,36,0,39,13,0,11,0,0,3,55,16,73,20,17,30,1152,941,2092,4,5,8,0,0,0,0,0,0,23,7,25,0,3,3,0,0,0,29,10,41,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,8,6,21,3,24,52,22,71,4,4,11,3,0,3,0,0,0,8,3,11,41,100,140,200,191,397,21,12,36,1479,1278,2759
POA6213,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,84,68,150,15,8,18,3,0,3,3,0,3,0,4,3,4,0,4,15,20,34,125,94,217,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,14,28,32,20,48,4,0,6,177,136,306
POA6214,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,87,85,174,11,4,12,8,0,8,0,0,0,0,0,0,5,0,8,7,4,13,131,94,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,48,19,16,32,4,3,10,179,140,311
POA6215,3,0,0,23,3,28,0,0,0,0,0,0,0,0,0,550,471,1024,51,29,76,13,3,16,0,0,3,0,0,3,23,0,21,29,25,54,693,534,1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,41,44,89,133,125,261,22,11,33,902,722,1626
POA6218,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,53,30,84,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,67,36,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,13,13,23,5,3,3,89,53,146
POA6220,4,0,7,14,6,23,0,0,0,0,0,0,0,0,0,795,539,1332,67,58,127,15,0,15,8,0,8,3,0,3,9,10,17,35,37,68,946,647,1600,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,9,4,11,0,0,0,0,0,0,0,0,0,3,0,3,52,62,107,94,124,218,17,9,20,1126,839,1964
POA6221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,37,81,3,3,3,0,0,0,0,0,0,0,4,4,0,0,3,3,0,7,54,41,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,19,3,15,23,6,0,6,70,70,138
POA6223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,25,63,3,0,7,0,0,0,0,0,0,0,0,0,4,0,6,3,0,3,43,29,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,4,12,17,0,0,0,61,48,110
POA6224,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,170,144,310,23,4,30,6,0,4,5,0,6,0,0,0,4,0,10,8,8,14,217,160,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,29,18,46,30,31,63,8,5,6,283,213,495
POA6225,0,0,0,98,16,110,0,0,0,0,0,0,0,0,0,1132,1037,2173,113,101,218,18,3,24,6,0,6,13,0,16,22,6,27,47,45,91,1457,1213,2671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,3,0,3,0,0,0,8,0,12,16,3,21,21,9,28,0,0,0,0,0,0,0,0,0,0,0,3,43,55,102,290,274,561,31,29,62,1849,1572,3425
POA6226,0,0,0,10,0,14,0,0,0,0,0,0,0,0,0,145,128,270,19,9,21,8,0,8,0,0,0,0,0,0,0,0,3,0,4,3,179,142,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,16,32,31,33,59,7,3,9,228,202,428
POA6227,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,134,109,243,11,6,12,0,0,0,0,0,3,0,0,0,3,0,3,3,0,3,162,123,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,28,26,19,42,3,3,8,193,159,359
POA6228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,22,50,0,4,4,3,0,3,6,0,6,0,0,0,0,0,0,4,0,4,38,25,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,5,12,0,0,0,46,36,82
POA6229,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,29,16,46,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,36,20,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,0,4,0,0,0,48,25,72
POA6230,5,3,7,272,100,366,0,0,3,0,0,0,8,12,21,6987,6328,13319,651,664,1313,99,5,100,63,13,75,153,48,200,128,36,162,227,240,469,8590,7453,16038,0,4,4,0,0,0,0,0,0,4,9,15,3,3,3,0,0,0,9,12,25,0,0,0,0,0,0,25,6,29,3,10,10,9,4,16,40,24,62,103,36,142,149,75,221,0,0,0,8,3,14,3,4,5,11,10,22,171,339,516,900,1125,2028,117,76,194,9948,9078,19024
POA6232,3,0,0,113,20,130,0,0,0,0,0,0,0,0,3,1820,1612,3427,191,131,321,18,0,18,12,0,12,12,4,21,46,3,54,24,37,56,2246,1799,4043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,12,0,9,0,4,4,6,0,6,13,4,20,29,12,46,46,20,65,0,0,0,3,0,3,0,0,0,3,3,4,28,78,106,288,338,625,21,27,50,2631,2263,4897
POA6233,3,0,3,191,21,213,0,0,0,0,0,0,0,3,4,3027,2890,5918,275,200,475,50,0,50,40,7,42,25,7,38,80,14,94,51,46,95,3740,3195,6932,0,0,0,0,0,0,0,0,0,7,5,7,0,0,0,0,0,0,10,5,8,0,0,0,0,0,0,19,0,22,6,7,13,6,0,11,31,11,44,49,12,65,92,28,116,0,0,4,7,0,7,0,0,3,10,0,8,67,176,242,479,524,1002,59,37,94,4440,3967,8402
POA6236,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,358,315,673,23,14,37,11,0,9,0,0,0,4,4,4,13,0,13,10,10,22,428,354,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,49,62,104,71,77,148,6,4,9,550,494,1042
POA6237,0,0,0,21,0,24,0,0,0,0,0,0,0,0,0,402,395,802,23,19,43,20,0,21,3,0,3,0,0,3,14,4,14,16,11,28,503,440,939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,49,56,107,77,85,162,4,14,15,645,594,1238
POA6239,0,0,0,31,6,31,0,0,0,0,0,0,0,0,0,617,566,1183,39,40,78,21,0,21,6,0,4,9,0,6,27,8,29,35,28,67,776,653,1429,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,66,85,152,124,115,240,19,12,24,991,860,1852
POA6240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,30,0,0,6,0,0,0,0,0,0,0,0,0,4,0,6,6,3,5,28,21,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,14,3,5,8,0,0,0,38,31,69
POA6243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,0,3,0,0,0,17,14,26
POA6244,0,0,0,8,0,4,0,3,4,0,0,0,0,0,0,172,115,285,5,18,22,3,0,3,3,0,3,0,0,0,9,3,11,30,32,62,236,169,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,77,62,139,28,58,87,6,0,7,355,288,645
POA6251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,35,88,4,0,3,3,0,3,0,0,0,0,0,0,3,0,3,13,8,23,73,45,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20,7,17,21,0,0,0,93,70,165
